wall_time,imu_timestamp,ax,ay,az,gx,gy,gz,mx,my,mz
1765401014.845756,115988,-0.363722026348114,-2.2038683891296387,9.801351547241211,0.0,-3.640000104904175,0.7699999809265137,144.80992126464844,-388.5066223144531,-61.428062438964844
1765401014.845756,115988,-0.32543548941612244,-2.3282995223999023,9.674527168273926,0.0,-3.640000104904175,0.7699999809265137,146.40664672851562,-391.44097900390625,-62.37948226928711
1765401014.845756,115988,-0.23450499773025513,-2.3067634105682373,9.753493309020996,-0.14000000059604645,-3.8499999046325684,0.7699999809265137,146.25633239746094,-391.67364501953125,-61.858970642089844
1765401014.845756,115988,-0.44747382402420044,-2.2469406127929688,9.75588607788086,0.07000000029802322,-3.7100000381469727,0.6299999952316284,144.42112731933594,-387.67034912109375,-63.380001068115234
1765401014.845756,115988,-0.16750356554985046,-2.3282995223999023,9.71520709991455,-0.07000000029802322,-3.990000009536743,0.7699999809265137,146.36390686035156,-387.69061279296875,-59.75177001953125
1765401014.845756,115988,-0.32782840728759766,-2.234976053237915,9.7391357421875,-0.07000000029802322,-3.7799999713897705,0.8400000333786011,145.88211059570312,-390.55450439453125,-62.21883010864258
1765401014.845756,115988,-0.34697166085243225,-2.3019776344299316,9.712814331054688,0.0,-3.7100000381469727,0.699999988079071,144.46514892578125,-390.58111572265625,-62.494422912597656
1765401014.845756,115988,-0.30868515372276306,-2.333085298538208,9.72238540649414,-0.07000000029802322,-3.7799999713897705,0.6299999952316284,143.03713989257812,-387.69000244140625,-62.67328643798828
1765401014.905621,116064,-0.39004403352737427,-2.249333620071411,9.746315002441406,0.0,-3.7100000381469727,0.6299999952316284,143.86097717285156,-389.4316101074219,-63.54827880859375
1765401014.905621,116064,-0.27518442273139954,-2.2397620677948,9.741528511047363,0.14000000059604645,-3.8499999046325684,0.6299999952316284,143.86097717285156,-389.4316101074219,-63.54827880859375
1765401014.905621,116064,-0.3709007501602173,-2.2732627391815186,9.746315002441406,0.07000000029802322,-3.7799999713897705,0.7699999809265137,146.10264587402344,-390.58685302734375,-61.805484771728516
1765401014.905621,116064,-0.2105759084224701,-2.2852272987365723,9.717599868774414,0.07000000029802322,-3.7100000381469727,0.699999988079071,144.33631896972656,-388.1689453125,-62.06596374511719
1765401014.905621,116064,-0.4115802049636841,-2.256512403488159,9.815709114074707,0.0,-3.569999933242798,0.6299999952316284,145.18545532226562,-388.3053283691406,-61.3948974609375
1765401014.905621,116064,-0.2727915346622467,-2.359407424926758,9.734350204467773,0.0,-3.7100000381469727,0.699999988079071,146.6755828857422,-390.1430358886719,-60.8895263671875
1765401014.905621,116064,-0.3015064299106598,-2.2517266273498535,9.698456764221191,0.07000000029802322,-3.7799999713897705,0.699999988079071,144.6017608642578,-390.0715637207031,-62.26482391357422
1765401014.905621,116064,-0.32543548941612244,-2.256512403488159,9.775029182434082,0.07000000029802322,-3.7799999713897705,0.699999988079071,145.16058349609375,-389.6307067871094,-61.76986312866211
1765401014.980620,116139,-0.2823631465435028,-2.3067634105682373,9.719992637634277,0.07000000029802322,-3.7100000381469727,0.6299999952316284,144.62326049804688,-387.4267883300781,-62.356876373291016
1765401014.980620,116139,-0.35654330253601074,-2.2182257175445557,9.741528511047363,-0.07000000029802322,-3.569999933242798,0.699999988079071,143.38475036621094,-391.7348327636719,-63.53281021118164
1765401014.980620,116139,-0.32782840728759766,-2.3282995223999023,9.822887420654297,0.0,-3.7100000381469727,0.7699999809265137,146.46533203125,-389.5489501953125,-58.68001937866211
1765401014.980620,116139,-0.363722026348114,-2.3019776344299316,9.712814331054688,0.07000000029802322,-3.640000104904175,0.49000000953674316,146.2533721923828,-390.0743408203125,-61.15489196777344
1765401014.980620,116139,-0.24886244535446167,-2.2995846271514893,9.753493309020996,-0.14000000059604645,-3.7799999713897705,0.5600000023841858,146.056396484375,-390.03704833984375,-60.8665885925293
1765401014.980620,116139,-0.382865309715271,-2.3019776344299316,9.72238540649414,0.0,-3.640000104904175,0.7699999809265137,145.66322326660156,-393.44189453125,-63.00956344604492
